ID,Area,x_center_of_gravity,y_center_of_gravity,Perimeter
17238,79.0,5816,3086,52.62741661071777
17239,2.0,5905,3079,5.656854152679443
17240,2.0,5827,3079,5.656854152679443
17241,2.0,5898,3059,5.656854152679443
17242,10.0,3770,3057,12.485281229019165
17243,2.0,5975,3056,5.656854152679443
17244,2.0,5846,3054,5.656854152679443
17245,2.0,5847,3053,5.656854152679443
17246,69.5,5855,3048,37.21320307254791
17247,2.0,5862,3041,5.656854152679443
17248,2.0,5863,3040,5.656854152679443
17249,2.0,5864,3039,5.656854152679443
17250,79.5,5906,3044,46.870057106018066
17251,279.0,5831,3053,90.91168713569641
17252,2.0,5969,3035,5.656854152679443
17253,17.0,5846,3037,19.313708305358887
17254,151.5,5885,3039,69.35533833503723
17255,77.0,5869,3031,39.79898953437805
17256,2.0,5770,3019,5.656854152679443
17257,2.0,5870,3013,5.656854152679443
17258,41.5,5774,3012,29.55634891986847
17259,216.5,5981,3017,86.18376529216766
17260,2.0,5769,3003,5.656854152679443
17261,65.0,5824,3005,31.798989295959473
17262,2.0,5937,2998,5.656854152679443
17263,25.5,5781,2997,19.899494767189026
17264,5.5,5821,2995,9.071067690849304
17265,35.5,5928,2995,25.55634880065918
17266,4.0,5983,2993,7.656854152679443
17267,20.0,3781,2986,18.14213526248932
17268,484.5,5973,2981,104.6690468788147
17269,5.5,5918,2966,9.071067690849304
17270,133.5,3722,2970,52.041630148887634
17271,11.0,5926,2960,12.485281229019165
17272,19.0,5891,2959,20.97056245803833
17273,706.0,3764,2971,124.56854152679443
17274,20.0,3737,2956,17.313708186149597
17275,57.5,5947,2954,40.38477599620819
17276,11.5,5940,2946,13.899494767189026
17277,187.0,5913,2955,81.94112479686737
17278,2.0,5893,2944,5.656854152679443
17279,2.0,3785,2932,5.656854152679443
17280,7.0,3801,2931,10.485281229019165
17281,106.5,5904,2937,45.55634891986847
17282,2.0,3803,2930,5.656854152679443
17283,2.0,5917,2929,5.656854152679443
17284,70.0,5873,2922,42.62741661071777
17285,5.5,5871,2910,9.071067690849304
17286,2.0,3704,2910,5.656854152679443
17287,20.5,3838,2895,19.899494767189026
17288,17.0,3692,2887,16.485281229019165
17289,161.5,3713,2892,71.35533833503723
17290,20.5,3788,2887,20.727921843528748
17291,30.0,3863,2886,24.97056221961975
17292,35.5,3857,2880,25.899494647979736
17293,22.5,3781,2880,18.72792160511017
17294,17.5,3908,2874,15.899494767189026
17295,8.5,3821,2872,11.071067690849304
17296,2.0,3820,2871,5.656854152679443
17297,109.0,3777,2866,49.455843448638916
17298,7.0,3760,2863,9.656854152679443
17299,100.5,3841,2862,49.21320307254791
17300,78.0,3793,2862,45.79898929595947
17301,329.0,3869,2864,125.39696860313416
17302,312.5,3899,2851,75.0121921300888
17303,2.0,4083,2810,5.656854152679443
17304,2.0,4088,2800,5.656854152679443
17305,8.0,4131,2794,11.656854152679443
17306,2.0,4099,2788,5.656854152679443
17307,108.0,4080,2791,58.284270882606506
17308,2.0,4095,2757,5.656854152679443
17309,441.5,4090,2762,164.81118190288544
17310,75.5,4010,2725,35.55634891986847
17311,5.5,3812,2718,9.071067690849304
17312,14.0,3887,2712,16.485281229019165
17313,34.0,3767,2713,24.14213526248932
17314,2.0,3769,2708,5.656854152679443
17315,432.0,4037,2718,146.85281264781952
17316,2.0,4101,2695,5.656854152679443
17317,2.0,3958,2694,5.656854152679443
17318,21.0,4099,2690,20.485281229019165
17319,1296.5,3976,2710,257.52185928821564
17320,136.5,3980,2715,50.041630148887634
17321,14.0,3976,2701,13.656854152679443
17322,2.0,3943,2681,5.656854152679443
17323,40.5,3913,2674,25.55634891986847
17324,30.5,4034,2669,24.727921724319458
17325,51.5,3845,2652,34.38477599620819
17326,59.0,3882,2655,43.79898989200592
17327,93.5,4036,2647,46.5269113779068
17328,2.0,4044,2640,5.656854152679443
17329,2.0,3844,2640,5.656854152679443
17330,2.0,3843,2639,5.656854152679443
17331,7.0,3976,2631,9.656854152679443
17332,2.0,3802,2631,5.656854152679443
17333,22.5,4070,2632,22.727921843528748
17334,2.0,3801,2630,5.656854152679443
17335,4.0,4074,2629,7.656854152679443
17336,2.0,3799,2629,5.656854152679443
17337,47.0,3764,2631,37.79898953437805
17338,2.0,3839,2626,5.656854152679443
17339,2.0,3883,2621,5.656854152679443
17340,212.0,3782,2630,88.08325982093811
17341,2.0,3799,2612,5.656854152679443
17342,15.0,3719,2609,15.313708186149597
17343,2.0,3712,2605,5.656854152679443
17344,317.0,3839,2607,96.76955211162567
17345,8.5,3850,2596,11.071067690849304
17346,2.0,3837,2594,5.656854152679443
17347,2.0,3836,2593,5.656854152679443
17348,9.0,5930,2593,12.485281229019165
17349,4.0,5916,2586,7.656854152679443
17350,53.5,3846,2588,29.55634880065918
17351,5.5,3931,2582,9.071067690849304
17352,2.0,3886,2581,5.656854152679443
17353,18.0,5949,2580,16.485281229019165
17354,2.0,5947,2578,5.656854152679443
17355,1042.0,3760,2601,226.50966620445251
17356,6.0,3777,2608,10.0
17357,49.5,3767,2607,29.899494767189026
17358,107.0,3753,2599,43.79898941516876
17359,33.5,3918,2573,24.727921843528748
17360,4.0,5983,2569,7.656854152679443
17361,2.0,5982,2568,5.656854152679443
17362,2.0,5889,2566,5.656854152679443
17363,2.0,3828,2566,5.656854152679443
17364,7.5,5977,2563,11.071067690849304
17365,11.5,5891,2563,14.727921724319458
17366,8.5,4026,2563,11.899494647979736
17367,2.0,5894,2561,5.656854152679443
17368,9.5,5918,2560,11.899494767189026
17369,1480.5,3809,2588,247.72286880016327
17370,4.0,3805,2601,8.0
17371,191.5,3812,2584,84.04163014888763
17372,431.0,3896,2576,139.8822499513626
17373,56.5,3795,2555,35.21320295333862
17374,33.0,5896,2553,30.14213538169861
17375,2.0,3720,2537,5.656854152679443
17376,139.0,5918,2545,51.94112491607666
17377,2.0,3719,2536,5.656854152679443
17378,2.0,5865,2531,5.656854152679443
17379,2.0,5866,2530,5.656854152679443
17380,319.0,3735,2538,95.5979790687561
17381,4.0,3760,2525,7.656854152679443
17382,24.5,3731,2524,18.727921724319458
17383,18.0,5968,2522,16.485281229019165
17384,7.5,5916,2521,11.071067690849304
17385,10.0,3962,2513,12.485281229019165
17386,10.5,3086,2512,13.899494767189026
17387,249.0,3028,2514,92.91168677806854
17388,24.5,5982,2505,21.55634868144989
17389,4.0,3154,2498,7.656854152679443
17390,10.0,5981,2497,12.485281109809875
17391,36.0,5963,2500,24.97056245803833
17392,273.0,3061,2508,95.74011480808258
17393,4.0,3077,2494,7.656854152679443
17394,8.5,5878,2483,11.071067690849304
17395,2.0,5881,2482,5.656854152679443
17396,17.0,5886,2480,16.485281229019165
17397,1412.0,3744,2493,253.622363448143
17398,290.0,3920,2489,122.56854140758514
17399,2.0,5931,2465,5.656854152679443
17400,338.0,5972,2467,138.71067643165588
17401,6.0,3331,2453,9.656854152679443
17402,15.0,3736,2452,14.485281229019165
17403,12.5,3909,2445,13.899494767189026
17404,11.5,3733,2446,13.899494647979736
17405,18.0,3724,2442,16.485281229019165
17406,2.0,5945,2436,5.656854152679443
17407,12.5,3117,2434,13.899494647979736
17408,55.0,3897,2434,31.79898953437805
17409,833.5,3296,2448,216.40916085243225
17410,19.0,3284,2437,16.82842707633972
17411,2.0,3429,2423,5.656854152679443
17412,4.0,4016,2422,7.656854152679443
17413,108.5,3133,2430,53.6984840631485
17414,4.0,3043,2422,7.656854152679443
17415,7.0,3041,2420,10.485281229019165
17416,72.5,5938,2422,36.041630148887634
17417,44.5,4002,2424,32.041629910469055
17418,18.5,3977,2416,18.727921843528748
17419,45.5,3264,2419,34.041629910469055
17420,4.0,5873,2411,7.656854152679443
17421,13.5,3304,2412,13.899494767189026
17422,7.0,3191,2411,10.485281229019165
17423,77.5,5891,2406,40.041629910469055
17424,226.0,4006,2406,61.11269760131836
17425,4.0,3319,2397,7.656854152679443
17426,20.0,5873,2396,17.313708305358887
17427,4.0,3060,2395,7.656854152679443
17428,2.0,3257,2391,5.656854152679443
17429,40.5,3251,2393,30.3847758769989
17430,2.0,3655,2383,5.656854152679443
17431,58.5,3092,2387,34.38477599620819
17432,46.0,4017,2388,34.62741661071777
17433,4.0,4013,2381,7.656854152679443
17434,10.0,3652,2381,12.485281229019165
17435,146.0,3058,2381,76.7695517539978
17436,2028.0,3092,2412,405.8477591276169
17437,6.0,3094,2408,10.0
17438,95.0,3112,2403,44.14213538169861
17439,2.0,3139,2371,5.656854152679443
17440,10.0,5836,2369,12.485281229019165
17441,2.0,3844,2366,5.656854152679443
17442,11.5,3558,2363,13.071067690849304
17443,51.0,3292,2360,30.14213538169861
17444,311.0,3391,2367,98.08326017856598
17445,27.0,3841,2354,21.313708305358887
17446,2.0,3857,2351,5.656854152679443
17447,65.0,3398,2346,41.45584332942963
17448,40.0,3836,2346,32.97056245803833
17449,12.5,3815,2341,13.899494647979736
17450,89.5,5893,2342,39.21320295333862
17451,12.0,3705,2337,15.313708186149597
17452,2.0,3449,2334,5.656854152679443
17453,17.0,3683,2334,20.14213526248932
17454,7.0,3447,2332,10.485281229019165
17455,10.5,3347,2330,13.071067690849304
17456,21.5,3084,2327,17.899494767189026
17457,34.0,3416,2327,29.798989415168762
17458,96.5,3529,2322,40.3847758769989
17459,151.0,3685,2319,63.94112479686737
17460,35.5,3539,2314,26.727921843528748
17461,40.0,3347,2318,33.79898941516876
17462,5.5,3079,2307,9.071067690849304
17463,10.5,3743,2304,13.899494767189026
17464,2.0,3742,2302,5.656854152679443
17465,4.0,3428,2302,7.656854152679443
17466,22.5,3420,2301,17.899494767189026
17467,11.0,3316,2298,14.485281229019165
17468,4.0,3739,2296,7.656854152679443
17469,8.5,3843,2291,11.071067690849304
17470,59.5,3972,2293,40.87005698680878
17471,4.0,3119,2285,7.656854152679443
17472,83.5,3721,2284,41.21320283412933
17473,160.0,2956,2290,61.94112479686737
17474,167.0,5668,2281,52.97056245803833
17475,84.5,5648,2278,40.041630148887634
17476,5.5,5680,2271,9.071067690849304
17477,7.0,3865,2270,9.656854152679443
17478,44.5,3038,2268,38.041630029678345
17479,10.0,3785,2254,12.485281109809875
17480,28.0,2897,2252,28.14213538169861
17481,7.0,3447,2245,9.656854152679443
17482,2.0,4865,2242,5.656854152679443
17483,15.5,3906,2243,15.899494767189026
17484,1298.5,4915,2259,319.6639943122864
17485,4.0,4915,2275,8.0
17486,37.5,4926,2264,24.242640614509583
17487,50.0,4916,2266,28.485281229019165
17488,4.0,4921,2241,7.656854152679443
17489,8.5,4903,2241,11.071067690849304
17490,98.5,3420,2244,42.041629910469055
17491,4.0,3428,2239,7.656854152679443
17492,2.0,3430,2238,5.656854152679443
17493,4.0,3469,2235,7.656854152679443
17494,4.0,3022,2233,7.656854152679443
17495,2.0,3023,2232,5.656854152679443
17496,125.0,3445,2233,50.62741661071777
17497,36.0,4895,2229,25.313708305358887
17498,49.0,3498,2232,33.79898941516876
17499,43.0,2897,2228,27.313708305358887
17500,60.0,3517,2229,31.79898965358734
17501,6.0,3425,2223,9.656854152679443
17502,2.0,3458,2222,5.656854152679443
17503,2.0,3443,2220,5.656854152679443
17504,8.5,2871,2221,11.071067690849304
17505,234.0,4874,2228,80.42640602588654
17506,5.5,3604,2217,9.071067690849304
17507,390.0,3312,2230,103.25483298301697
17508,78.0,4858,2219,50.62741661071777
17509,156.5,3546,2220,61.69848430156708
17510,15.5,4703,2213,15.899494767189026
17511,16.5,4940,2212,15.899494647979736
17512,2.0,4938,2210,5.656854152679443
17513,134.5,3412,2220,66.18376529216766
17514,2.0,3419,2209,5.656854152679443
17515,63.0,3294,2212,32.14213538169861
17516,2.0,3618,2206,5.656854152679443
17517,68.5,3181,2211,44.041630029678345
17518,33.5,4880,2207,28.38477599620819
17519,18.5,3995,2205,15.899494767189026
17520,2.0,4925,2199,5.656854152679443
17521,32.0,3333,2200,22.97056233882904
17522,4.0,3189,2198,7.656854152679443
17523,19.0,2859,2199,16.485281229019165
17524,46.0,3980,2198,30.485281229019165
17525,4.0,3229,2194,7.656854152679443
17526,2.0,3228,2193,5.656854152679443
17527,16.0,2915,2194,15.313708186149597
17528,599.5,3207,2213,131.2964632511139
17529,572.0,2886,2202,127.88224995136261
17530,600.0,3248,2204,156.3675308227539
17531,2.0,5962,2189,5.656854152679443
17532,93.5,3808,2194,42.041629791259766
17533,2.0,4724,2183,5.656854152679443
17534,8.5,3596,2183,11.071067690849304
17535,2.0,3340,2182,5.656854152679443
17536,4.0,3323,2182,7.656854152679443
17537,73.5,3371,2185,38.041629910469055
17538,239.0,3350,2188,75.59797894954681
17539,2.0,3280,2179,5.656854152679443
17540,2.0,3171,2177,5.656854152679443
17541,2.0,3172,2176,5.656854152679443
17542,323.0,5977,2188,87.59797883033752
17543,12.0,3373,2169,13.313708305358887
17544,2.0,3361,2168,5.656854152679443
17545,2.0,5831,2167,5.656854152679443
17546,12.5,3512,2168,13.899494647979736
17547,2.0,3362,2167,5.656854152679443
17548,484.0,3302,2187,197.82337415218353
17549,9.5,3259,2165,11.899494767189026
17550,29.0,3524,2165,21.313708186149597
17551,7.0,3081,2165,10.485281229019165
17552,13.0,3365,2164,16.14213538169861
17553,2.0,3083,2163,5.656854152679443
17554,16.5,3170,2162,15.899494647979736
17555,4.0,2911,2161,7.656854152679443
17556,79.0,3541,2163,45.455843687057495
17557,6.0,3245,2156,9.656854152679443
17558,2.0,3877,2154,5.656854152679443
17559,2.0,3878,2153,5.656854152679443
17560,10.0,3025,2154,12.485281229019165
17561,2.0,3879,2152,5.656854152679443
17562,60.5,3086,2156,34.72792184352875
17563,22.0,3453,2149,18.14213526248932
17564,2.0,2865,2148,5.656854152679443
17565,23.5,3881,2148,20.727921962738037
17566,2.0,2982,2144,5.656854152679443
17567,2.0,2983,2143,5.656854152679443
17568,18.5,4886,2144,19.071067690849304
17569,2.0,4885,2141,5.656854152679443
17570,5.5,3746,2140,9.071067690849304
17571,2.0,2899,2140,5.656854152679443
17572,2.0,2898,2139,5.656854152679443
17573,115.5,3200,2144,44.87005698680878
17574,197.5,3266,2145,83.35533821582794
17575,9.5,3760,2136,13.071067690849304
17576,4.0,3430,2133,7.656854152679443
17577,5.5,3937,2131,9.071067690849304
17578,2.0,3250,2131,5.656854152679443
17579,11.5,3917,2131,13.899494767189026
17580,493.5,3217,2162,150.95331752300262
17581,15.0,3511,2130,15.313708305358887
17582,103.5,3172,2133,41.21320295333862
17583,136.0,4700,2135,72.42640566825867
17584,14.5,3871,2127,15.899494767189026
17585,7.0,3527,2126,10.485281229019165
17586,21.5,2991,2127,18.727921843528748
17587,2.0,3426,2125,5.656854152679443
17588,5.5,5627,2123,9.071067690849304
17589,21.0,3890,2122,20.485281229019165
17590,29.5,3917,2120,23.55634903907776
17591,2.0,3892,2119,5.656854152679443
17592,2.0,3893,2118,5.656854152679443
17593,2.0,3894,2117,5.656854152679443
17594,20.5,3492,2118,18.727921843528748
17595,38.0,3210,2123,32.97056245803833
17596,2.0,4947,2116,5.656854152679443
17597,2.0,4936,2116,5.656854152679443
17598,693.0,3046,2131,109.39696860313416
17599,2.0,4945,2115,5.656854152679443
17600,2.0,5943,2113,5.656854152679443
17601,8.5,4915,2111,11.071067690849304
17602,79.0,3879,2114,37.79898941516876
17603,10.0,3182,2110,13.656854152679443
17604,4.0,2846,2110,7.656854152679443
17605,272.5,3478,2123,135.982754945755
17606,8.5,2850,2108,11.899494647979736
17607,41.5,3486,2110,27.55634891986847
17608,35.0,3211,2109,24.14213526248932
17609,20.0,3183,2102,19.313708186149597
17610,11.0,4737,2102,12.485281229019165
17611,47.5,3375,2105,30.384775757789612
17612,11.5,3335,2102,13.071067690849304
17613,4.0,2852,2101,7.656854152679443
17614,15.5,3764,2101,15.899494647979736
17615,2.0,2853,2100,5.656854152679443
17616,74.5,3192,2104,41.69848430156708
17617,20.0,3016,2101,19.313708305358887
17618,487.0,5924,2116,128.225395321846
17619,82.5,3491,2099,43.21320295333862
17620,4.0,3889,2094,7.656854152679443
17621,2.0,3175,2094,5.656854152679443
17622,9.0,4777,2093,12.485281229019165
17623,4.0,3207,2092,7.656854152679443
17624,29.5,4974,2093,23.55634880065918
17625,63.0,3504,2092,34.14213538169861
17626,15.5,5899,2089,15.899494767189026
17627,11.0,3946,2087,13.313708186149597
17628,2.0,5774,2085,5.656854152679443
17629,4330.5,3119,2151,578.1147840023041
17630,4.0,2837,2084,7.656854152679443
17631,39.0,4782,2086,33.79898953437805
17632,69.5,3008,2087,38.870057225227356
17633,1486.0,5960,2129,280.4507908821106
17634,42.5,4763,2083,29.55634880065918
17635,2.0,5938,2080,5.656854152679443
17636,2.0,3377,2080,5.656854152679443
17637,90.0,4991,2083,42.28427076339722
17638,13.0,4789,2079,14.485281229019165
17639,9.5,3336,2076,13.071067690849304
17640,10.0,3016,2076,12.485281229019165
17641,2.0,3499,2073,5.656854152679443
17642,2.0,4952,2071,5.656854152679443
17643,14.0,4765,2071,14.485281109809875
17644,729.0,4929,2090,175.88224983215332
17645,24.5,4931,2100,22.242640614509583
17646,27.0,3417,2071,22.14213526248932
17647,8.0,5883,2068,11.656854152679443
17648,40.5,5803,2069,25.55634880065918
17649,35.5,3508,2067,22.727921843528748
17650,7.5,3482,2064,11.071067690849304
17651,752.0,3472,2080,152.36753022670746
17652,115.5,3468,2084,41.55634891986847
17653,69.0,2945,2069,41.79898953437805
17654,14.0,3428,2062,14.485281229019165
17655,7.0,3352,2063,10.485281229019165
17656,14.0,3122,2063,14.485281229019165
17657,41.0,4932,2064,29.798989295959473
17658,5.5,3156,2059,9.071067690849304
17659,6.0,4923,2059,9.656854152679443
17660,2.0,2920,2057,5.656854152679443
17661,70.0,2934,2059,36.14213538169861
17662,28.5,3960,2057,23.55634880065918
17663,2.0,2931,2054,5.656854152679443
17664,60.0,2909,2058,36.627416491508484
17665,6.0,3401,2054,9.656854152679443
17666,2.0,3047,2050,5.656854152679443
17667,15.5,4760,2050,15.899494647979736
17668,612.0,3046,2063,114.56854164600372
17669,650.0,5922,2072,143.53910386562347
17670,85.0,3112,2050,39.79898953437805
17671,7.0,4947,2045,10.485281229019165
17672,464.5,3097,2060,138.4680359363556
17673,241.5,3006,2061,91.49747359752655
17674,2.0,2907,2045,5.656854152679443
17675,2.0,3414,2044,5.656854152679443
17676,112.0,3408,2050,51.455843687057495
17677,27.5,4917,2045,24.38477599620819
17678,5.5,3415,2042,9.071067690849304
17679,13.0,3036,2042,14.485281229019165
17680,2.0,3034,2040,5.656854152679443
17681,240.5,5898,2046,89.84061920642853
17682,363.0,3886,2054,120.56854128837585
17683,4.0,3884,2062,8.0
17684,22.0,3518,2038,20.97056245803833
17685,9.5,5933,2035,13.071067690849304
17686,23.0,3029,2035,19.313708305358887
17687,16.5,5951,2034,15.899494767189026
17688,466.5,3530,2049,143.7817440032959
17689,10.5,5886,2033,13.899494767189026
17690,36.0,3813,2033,24.97056221961975
17691,2.0,2880,2030,5.656854152679443
17692,1737.0,4855,2063,448.8183217048645
17693,61.0,4843,2071,32.14213538169861
17694,10.0,3521,2027,13.313708066940308
17695,2.0,3224,2024,5.656854152679443
17696,2.0,3349,2023,5.656854152679443
17697,757.0,4053,2048,155.0538226366043
17698,14.0,3133,2024,16.485281229019165
17699,1300.5,5971,2051,203.92387926578522
17700,26.5,4875,2022,27.55634891986847
17701,219.5,3559,2035,75.69848442077637
17702,4.0,3029,2020,7.656854152679443
17703,5274.0,3810,2078,731.8965291976929
17704,198.0,3846,2106,68.62741661071777
17705,2.0,3847,2104,5.656854152679443
17706,110.5,3839,2088,42.38477599620819
17707,167.5,3820,2084,51.55634891986847
17708,164.5,3795,2065,49.69848430156708
17709,14.5,3780,2051,15.41421353816986
17710,58.0,3773,2041,29.656854152679443
17711,4.0,3766,2038,8.0
17712,26.5,4920,2017,20.727921724319458
17713,2.0,3327,2016,5.656854152679443
17714,2.0,3326,2015,5.656854152679443
17715,111.0,3014,2023,52.28427040576935
17716,4.0,4047,2013,7.656854152679443
17717,25.5,3187,2016,26.38477599620819
17718,100.0,3787,2019,48.28427052497864
17719,15.0,4035,2012,15.313708305358887
17720,2.0,4033,2010,5.656854152679443
17721,2.0,3556,2010,5.656854152679443
17722,2.0,3475,2010,5.656854152679443
17723,55.5,4601,2012,31.55634868144989
17724,17.0,5961,2010,17.313708305358887
17725,36.0,3146,2009,25.313708305358887
17726,2.0,2653,2008,5.656854152679443
17727,119.5,4669,2012,53.69848430156708
17728,11.5,3187,2008,13.899494647979736
17729,4.0,3776,2005,7.656854152679443
17730,41.0,3512,2008,24.14213526248932
17731,2.0,3324,2005,5.656854152679443
17732,7.5,3015,2005,11.071067690849304
17733,29.0,3136,2006,22.97056233882904
17734,1640.5,3436,2029,304.49242103099823
17735,22.0,3434,2031,17.656854152679443
17736,2.0,2979,2003,5.656854152679443
17737,19.0,2650,2003,17.313708305358887
17738,8.5,2980,2001,11.071067690849304
17739,63.0,4008,2003,42.62741661071777
17740,5.5,3070,1998,9.071067690849304
17741,238.0,4623,2008,100.9116872549057
17742,2.0,4607,1996,5.656854152679443
17743,8.5,3834,1997,11.071067690849304
17744,2.0,3069,1996,5.656854152679443
17745,2.0,2921,1996,5.656854152679443
17746,4.0,3535,1995,7.656854152679443
17747,21.5,2955,1997,17.899494767189026
17748,4.0,2925,1994,7.656854152679443
17749,2.0,2831,1994,5.656854152679443
17750,4.0,4626,1993,7.656854152679443
17751,231.0,3034,2001,72.08326005935669
17752,10.5,3169,1992,13.899494767189026
17753,58.0,4032,1995,30.97056245803833
17754,2.0,3172,1991,5.656854152679443
17755,3513.5,3160,2065,713.7960239648819
17756,18.0,3129,2092,16.82842707633972
17757,6.0,3182,2070,10.0
17758,2.0,5666,1990,5.656854152679443
17759,24.0,4595,1992,19.313708305358887
17760,17.5,4830,1989,15.899494647979736
17761,27.5,3413,1991,22.38477599620819
17762,4.0,2974,1988,7.656854152679443
17763,2.0,3449,1987,5.656854152679443
17764,2.0,3373,1987,5.656854152679443
17765,15180.0,3309,2080,2297.7728501558304
17766,38.5,3313,2157,24.242640614509583
17767,11.5,3319,2152,13.41421353816986
17768,28.5,3329,2149,21.071067690849304
17769,17.0,3309,2148,15.656854152679443
17770,51.0,3311,2141,28.485281109809875
17771,260.5,3328,2134,70.52691113948822
17772,77.0,3296,2129,44.97056245803833
17773,31.0,3344,2124,22.485281229019165
17774,12.0,3412,2119,14.0
17775,29.5,3237,2109,21.071067690849304
17776,92.0,3277,2104,37.31370830535889
17777,32.5,3233,2096,22.242640614509583
17778,12.0,3334,2092,14.0
17779,59.0,3318,2088,30.485281229019165
17780,36.5,3306,2086,24.242640614509583
17781,8.0,3238,2086,12.0
17782,22.5,3311,2075,18.242640614509583
17783,662.5,3254,2084,160.12489020824432
17784,2.0,3256,2088,5.656854152679443
17785,8.5,3260,2061,11.41421353816986
17786,1075.0,3282,2069,263.622363448143
17787,146.5,3254,2049,58.041630029678345
17788,10.0,3216,2008,14.0
17789,10.0,4655,1986,12.485281229019165
17790,2.0,3037,1985,5.656854152679443
17791,229.0,3197,1994,78.08326005935669
17792,4.0,3035,1984,7.656854152679443
17793,5.5,3400,1983,9.071067690849304
17794,2.0,3184,1983,5.656854152679443
17795,2.0,3182,1982,5.656854152679443
17796,4.0,3958,1981,7.656854152679443
17797,27.5,2961,1984,24.727921724319458
17798,2.0,2775,1980,5.656854152679443
17799,114.0,3014,1987,47.79898953437805
17800,2.0,3454,1978,5.656854152679443
17801,4.0,3442,1978,7.656854152679443
17802,2.0,3015,1978,5.656854152679443
17803,384.5,4953,1993,150.6101714372635
17804,9.0,3147,1977,12.485281229019165
17805,2.0,4945,1976,5.656854152679443
17806,22.5,3243,1977,22.727921843528748
17807,2.0,3145,1976,5.656854152679443
17808,243.5,3808,1989,105.1543276309967
17809,54.5,2817,1978,29.55634880065918
17810,2.0,3806,1973,5.656854152679443
17811,52.0,3412,1977,30.14213538169861
17812,6.0,3775,1972,9.656854152679443
17813,346.5,3542,1983,143.2964632511139
17814,7.0,3184,1972,10.485281229019165
17815,451.5,4057,1989,133.63960921764374
17816,2.0,4025,1971,5.656854152679443
17817,4.0,2719,1970,7.656854152679443
17818,101.0,4759,1974,55.94112491607666
17819,2.0,3139,1969,5.656854152679443
17820,783.5,4792,1989,218.89444231987
17821,75.0,3055,1974,43.455843567848206
17822,2.0,4747,1966,5.656854152679443
17823,15.5,4026,1967,15.899494767189026
17824,6277.5,3946,2015,796.6244500875473
17825,14.5,3898,2016,14.242640614509583
17826,20.0,3898,2008,17.656854152679443
17827,8.5,3927,2006,11.41421353816986
17828,253.0,3913,2006,84.76955199241638
17829,2.0,3535,1966,5.656854152679443
17830,117.0,3160,1974,46.97056245803833
17831,29.5,2971,1969,22.727921724319458
17832,17.5,2695,1968,17.071067690849304
17833,73.0,4927,1968,33.79898965358734
17834,69.0,3438,1968,33.79898965358734
17835,31.0,3515,1967,22.97056233882904
17836,18.5,2721,1966,18.727921843528748
17837,36.5,4033,1963,23.899494767189026
17838,2.0,4042,1961,5.656854152679443
17839,2.0,3559,1961,5.656854152679443
17840,35.5,3137,1964,25.55634880065918
17841,225.0,3817,1966,67.11269772052765
17842,36.0,4853,1959,31.313708305358887
17843,115.0,2816,1962,44.14213538169861
17844,52.0,3166,1960,28.97056233882904
17845,14.5,4757,1956,15.071067690849304
17846,2.0,3760,1956,5.656854152679443
17847,25.5,4931,1958,21.071067690849304
17848,27.5,4746,1958,22.727921843528748
17849,2.0,5968,1954,5.656854152679443
17850,2.0,4933,1954,5.656854152679443
17851,44.0,4099,1958,28.97056233882904
17852,2.0,3989,1954,5.656854152679443
17853,7.0,2735,1955,10.485281229019165
17854,75.0,3042,1957,40.62741661071777
17855,10.0,4077,1949,12.485281229019165
17856,12.5,3126,1950,13.899494647979736
17857,12.5,5974,1949,13.899494767189026
17858,25.0,3051,1949,21.313708305358887
17859,12.0,2892,1948,15.656854152679443
17860,9.5,3204,1947,11.899494767189026
17861,8.5,4856,1944,11.071067690849304
17862,4.0,3976,1944,7.656854152679443
17863,4.0,4088,1942,7.656854152679443
17864,74.0,3876,1943,35.79898941516876
17865,243.5,3520,1951,91.49747359752655
17866,2.0,3855,1940,5.656854152679443
17867,22.5,3151,1941,18.727921843528748
17868,895.0,3954,1956,147.0538226366043
17869,60.0,3961,1954,32.485281229019165
17870,2.0,3856,1939,5.656854152679443
17871,63.0,3925,1944,34.97056245803833
17872,2.0,3923,1937,5.656854152679443
17873,808.0,3214,1966,191.8233743906021
17874,235.5,3025,1944,75.01219236850739
17875,13.5,2893,1938,13.899494767189026
17876,2.0,3922,1936,5.656854152679443
17877,31.0,3189,1939,28.627416610717773
17878,91.5,3077,1942,46.38477599620819
17879,2.0,3186,1934,5.656854152679443
17880,5.5,3164,1934,9.071067690849304
17881,2.0,3163,1933,5.656854152679443
17882,46.0,4074,1935,29.79898953437805
17883,1398.0,3847,1966,460.81832134723663
17884,925.5,2998,1960,275.86500453948975
17885,19.5,3104,1932,17.899494767189026
17886,2.0,2849,1930,5.656854152679443
17887,2.0,3094,1924,5.656854152679443
17888,3226.0,3086,1996,954.2640595436096
17889,98.5,3059,2031,42.041629791259766
17890,14.0,3078,2017,14.828427076339722
17891,6.0,3105,2014,10.0
17892,22.5,3103,2000,18.242640614509583
17893,2.0,3807,1923,5.656854152679443
17894,5.5,3220,1923,9.071067690849304
17895,123.5,4747,1929,60.52691090106964
17896,352.0,4053,1943,135.5391036272049
17897,2.0,3806,1922,5.656854152679443
17898,2.0,3007,1922,5.656854152679443
17899,39.0,3915,1924,26.627416133880615
17900,5.5,5970,1920,9.071067690849304
17901,242.5,3857,1927,95.84061968326569
17902,196.5,3989,1939,126.4680358171463
17903,2.0,5974,1917,5.656854152679443
